h3_index,lat,lon,CSV_ADMI_CD,ADM_NM,GU_NM,delivery_demand_index,flow_pop_index,urgency,score_airspace,score_obstacle,score_noise,score_terrain,score_weather,composite_score,terrain_zone,avg_slope,tall_bldg_count,total_bldg_count,urgency_level,composite_level
8930e1da5a3ffff,37.62443715603393,126.91296542794953,11380551,갈현1동,은평구,0.10042003947176888,0.10867354050576279,0.10372143988536645,1.0,1.0,0.5431372549019609,1.0,0.9444515294290191,0.5129668110820359,Green,3.910870313644409,0,466,보통,보통
8930e1c2d4bffff,37.664744248183304,127.0947480077315,11350665,상계3·4동,노원구,0.02472776628048503,0.12363307711105523,0.06428989061271312,1.0,1.0,0.9990196078431373,0.0,0.7,0.0,Red,51.249107360839844,0,1,낮음,부적합
8930e1caa3bffff,37.49559799785988,127.08840326804327,11680730,일원1동,강남구,0.07922417490771225,0.08617093390129799,0.08200287850514654,0.0,0.8444444444444444,0.9735294117647059,1.0,0.9884090861742822,0.0,Green,0.8160541653633118,2,29,낮음,부적합
8930e1c2bc3ffff,37.641920981474385,127.10597105845295,11350600,공릉2동,노원구,0.10054955049207193,0.3714644377638191,0.2089155054007708,1.0,0.5333333333333334,0.9725490196078431,1.0,0.9902707931750013,0.5136463408259354,Green,0.6849813461303711,6,34,매우 높음,보통
8930e1ca8b3ffff,37.52450558508745,127.08558343627475,11710670,잠실2동,송파구,0.10288513828861667,0.2434802484047373,0.15912318233506492,0.0,1.0,1.0,1.0,0.9980788211814079,0.0,Green,0.13525991141796112,0,0,높음,부적합
8930e1da293ffff,37.58620449755808,126.89939120917452,11380650,수색동,은평구,0.00765576117613076,0.09985832681129114,0.044536787430194916,1.0,0.7666666666666667,0.8970588235294118,0.5,0.9098042229010491,0.3128566972377873,Yellow,6.350201606750488,3,108,매우 낮음,보통
8930e1dad4bffff,37.611295596359255,126.96167002207555,11110560,평창동,종로구,0.01694042413340599,0.10667700721327211,0.05283505736535244,1.0,1.0,0.9686274509803922,0.0,0.7,0.0,Red,52.29823303222656,0,32,매우 낮음,부적합
8930e1ce667ffff,37.553415117637215,127.15104933780216,11740540,명일2동,강동구,0.2620384392618589,0.08255582246354964,0.1902453925425352,1.0,0.30000000000000004,0.9852941176470589,1.0,0.9439945375766036,0.27903367948955493,Green,3.943044662475586,10,25,매우 높음,낮음
8930e1c2a3bffff,37.634086616370226,127.10005252512656,11350600,공릉2동,노원구,0.10054955049207193,0.3714644377638191,0.2089155054007708,1.0,0.8444444444444444,0.9911764705882353,1.0,0.981805444864665,0.8217647403226732,Green,1.280981183052063,2,11,매우 높음,최적
8930e1c367bffff,37.58920432261745,127.00179382154661,11110650,혜화동,종로구,0.24833604661309525,0.25500984499729584,0.2510055659667755,1.0,0.8444444444444444,0.5686274509803921,1.0,0.9787935025208234,0.46999147702742805,Green,1.493035912513733,2,442,매우 높음,보통
8930e1da10bffff,37.602759247571704,126.92691432035964,11380510,녹번동,은평구,0.06823389264313992,0.22227412808156902,0.12984998681851156,1.0,0.6111111111111112,0.788235294117647,1.0,0.954499420588509,0.45978174704165437,Green,3.2034521102905273,5,221,보통,보통
8930e1ca5a3ffff,37.53948493433563,127.03437878672351,11200645,옥수동,성동구,0.02062452355032207,0.18717157556486308,0.08724334435613848,1.0,1.0,1.0,1.0,0.9759786353523678,0.9759786353523678,Green,1.6912156343460083,0,0,보통,최적
8930e0ace87ffff,37.503436882421596,126.84306209023264,11530740,개봉1동,구로구,0.03627518299886484,0.19477822938806957,0.09967640155454674,1.0,0.6888888888888889,0.7088235294117646,1.0,0.9951756114065758,0.485944901491407,Green,0.33965936303138733,4,301,보통,보통
8930e0addd7ffff,37.47870460554863,126.83586327838599,11530780,오류2동,구로구,0.04755182182720537,0.3680424070875249,0.1757480559313332,1.0,1.0,0.9803921568627451,1.0,0.9733602727502005,0.9542747772060789,Green,1.8755605220794678,0,20,높음,최적
8930e1ce357ffff,37.550141665703954,127.17705801832705,<NA>,상일2동,강동구,0.0,0.0,0.0,1.0,0.7666666666666667,0.9872549019607844,1.0,0.933042303804872,0.7062154509289099,Green,4.714132785797119,3,16,매우 낮음,높음
8930e1daed3ffff,37.59474096123785,126.93411698916886,11410685,홍은2동,서대문구,0.042359303340287174,0.14637760613419987,0.08396662445785226,1.0,0.6111111111111112,0.8098039215686275,1.0,0.9439739042161729,0.4671539702455418,Green,3.9444973468780518,5,199,낮음,보통
8930e1ca41bffff,37.52404615366456,127.00951039382878,11650540,잠원동,서초구,0.11478564057223492,0.25935242806194364,0.1726123555681184,1.0,1.0,1.0,1.0,0.9900461078000532,0.9900461078000532,Green,0.7008002400398254,0,0,높음,최적
